date,last_transaction_price,max_price,min_price,avg_price,percentage,profit,total_profit,company_code
13.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
12.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
11.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
08.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
07.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
06.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
05.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
04.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
01.11.2024,"237,00",,,"237,00","0,00",0,0,MKSD
31.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
30.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
29.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
28.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
25.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
24.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
22.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
21.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
18.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
17.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
16.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
15.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
14.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
10.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
09.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
08.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
07.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
04.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
03.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
02.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
01.10.2024,"237,00",,,"237,00","0,00",0,0,MKSD
